"2019-08-22 07:25:32,270 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-22 07:25:38,601 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-22 07:25:38,633 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-22 07:25:38,691 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-22 07:25:38,741 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-22 07:25:38,759 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-22 07:25:38,916 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-22 07:25:38,998 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-22 07:25:39,027 - intersect.py[line:48] - INFO: get intersect data_instances!"
